entity_id	kind	rank	label	taxon_id	born	sex	source_id	note
SSA:0010037	individual		T026	NCBITaxon:9733	../1966	F	BIGGS-SHEET	Sheet records '≤1966'.
SSA:0010038	individual		T026A	NCBITaxon:9733	1990	F	BIGGS-SHEET	
SSA:0010039	individual		T028	NCBITaxon:9733	../1972	F	BIGGS-SHEET	Sheet records '≤1972'.
SSA:0010040	individual		T028A	NCBITaxon:9733	1994	F	BIGGS-SHEET	
SSA:0010041	individual		T028A1	NCBITaxon:9733	2012		BIGGS-SHEET	
SSA:0010042	individual		T028A2	NCBITaxon:9733	2018		BIGGS-SHEET	
SSA:0010043	individual		T028A3	NCBITaxon:9733	2021		BIGGS-SHEET	
SSA:0010044	individual		T028B	NCBITaxon:9733	1997	F	BIGGS-SHEET	
SSA:0010045	individual		T028B1	NCBITaxon:9733	2015		BIGGS-SHEET	
SSA:0010046	individual		T028B2	NCBITaxon:9733	2018		BIGGS-SHEET	
SSA:0010047	individual		T028C	NCBITaxon:9733	2003	F	BIGGS-SHEET	
SSA:0010048	individual		T028D	NCBITaxon:9733	2007		BIGGS-SHEET	
SSA:0010049	individual		T028E	NCBITaxon:9733	2013		BIGGS-SHEET	
SSA:0010050	individual		T030	NCBITaxon:9733	../1967	F	BIGGS-SHEET	Sheet records '≤1967'.
SSA:0010051	individual		T030A	NCBITaxon:9733	1986	M	BIGGS-SHEET	
SSA:0010052	individual		T030B	NCBITaxon:9733	1993	F	BIGGS-SHEET	
SSA:0010053	individual		T030B1	NCBITaxon:9733	2012		BIGGS-SHEET	
SSA:0010054	individual		T030B2	NCBITaxon:9733	2017		BIGGS-SHEET	
SSA:0010055	individual		T030B3	NCBITaxon:9733	2024		BIGGS-SHEET	
SSA:0010056	individual		T030C	NCBITaxon:9733	2005		BIGGS-SHEET	
SSA:0010057	individual		T031	NCBITaxon:9733	../1954	M	BIGGS-SHEET	Sheet records '≤1954'.
SSA:0010058	individual		T034	NCBITaxon:9733	../1969	F	BIGGS-SHEET	Sheet records '≤1969'.
SSA:0010059	individual		T034A	NCBITaxon:9733	2007	F	BIGGS-SHEET	
SSA:0010060	individual		T034A1	NCBITaxon:9733	2019		BIGGS-SHEET	
SSA:0010061	individual		T034A2	NCBITaxon:9733	2024		BIGGS-SHEET	
SSA:0010062	individual		T034B	NCBITaxon:9733	2017	F	BIGGS-SHEET	
SSA:0010063	individual		T035	NCBITaxon:9733	../1970	F	BIGGS-SHEET	Sheet records '≤1970'.
SSA:0010064	individual		T035A	NCBITaxon:9733	1998	F	BIGGS-SHEET	
SSA:0010065	individual		T035A1	NCBITaxon:9733	2010	F	BIGGS-SHEET	
SSA:0010066	individual		T035A2	NCBITaxon:9733	2013		BIGGS-SHEET	
SSA:0010067	individual		T035A3	NCBITaxon:9733	2018		BIGGS-SHEET	
SSA:0010068	individual		T035A4	NCBITaxon:9733	2022		BIGGS-SHEET	
SSA:0010069	individual		T036	NCBITaxon:9733	../1970	F	BIGGS-SHEET	Sheet records '≤1970'.
SSA:0010070	individual		T036A	NCBITaxon:9733	1990	F	BIGGS-SHEET	
SSA:0010071	individual		T036A1	NCBITaxon:9733	2005	F	BIGGS-SHEET	
SSA:0010072	individual		T036A1A	NCBITaxon:9733	2022	M	BIGGS-SHEET	
SSA:0010073	individual		T036A2	NCBITaxon:9733	2012	F	BIGGS-SHEET	
SSA:0010074	individual		T036A3	NCBITaxon:9733	2015	M	BIGGS-SHEET	
SSA:0010075	individual		T036A5	NCBITaxon:9733	2021	M	BIGGS-SHEET	
SSA:0010076	individual		T036B	NCBITaxon:9733	1998	F	BIGGS-SHEET	
SSA:0010077	individual		T036B1	NCBITaxon:9733	2009	F	BIGGS-SHEET	
SSA:0010078	individual		T036B1A	NCBITaxon:9733	2025	F	BIGGS-SHEET	
SSA:0010079	individual		T036B2	NCBITaxon:9733	2013		BIGGS-SHEET	
SSA:0010080	individual		T036B3	NCBITaxon:9733	2018	M	BIGGS-SHEET	
SSA:0010081	individual		T036B4	NCBITaxon:9733	2024	M	BIGGS-SHEET	
SSA:0010082	individual		T037	NCBITaxon:9733	1979	F	BIGGS-SHEET	
SSA:0010083	individual		T037A	NCBITaxon:9733	1994	F	BIGGS-SHEET	
SSA:0010084	individual		T037A1	NCBITaxon:9733	2007	F	BIGGS-SHEET	
SSA:0010085	individual		T037A2	NCBITaxon:9733	2009	M	BIGGS-SHEET	
SSA:0010086	individual		T037A3	NCBITaxon:9733	2013	M	BIGGS-SHEET	
SSA:0010087	individual		T037A4	NCBITaxon:9733	2015	F	BIGGS-SHEET	
SSA:0010088	individual		T037A5	NCBITaxon:9733	2019	M	BIGGS-SHEET	
SSA:0010089	individual		T037B	NCBITaxon:9733	1998	F	BIGGS-SHEET	
SSA:0010090	individual		T037B1	NCBITaxon:9733	2012	M	BIGGS-SHEET	
SSA:0010091	individual		T037B2	NCBITaxon:9733	2017		BIGGS-SHEET	
SSA:0010092	individual		T037B3	NCBITaxon:9733	2022	F	BIGGS-SHEET	
SSA:0010093	individual		T038	NCBITaxon:9733	1980	F	BIGGS-SHEET	
SSA:0010094	individual		T038A	NCBITaxon:9733	2000	F	BIGGS-SHEET	
SSA:0010095	individual		T038A1	NCBITaxon:9733	2015		BIGGS-SHEET	
SSA:0010096	individual		T038A2	NCBITaxon:9733	2020		BIGGS-SHEET	
SSA:0010097	individual		T038A3	NCBITaxon:9733	2024		BIGGS-SHEET	
SSA:0010098	individual		T038B	NCBITaxon:9733	2003	F	BIGGS-SHEET	
SSA:0010099	individual		T038B1	NCBITaxon:9733	2018		BIGGS-SHEET	
SSA:0010100	individual		T038B2	NCBITaxon:9733	2023		BIGGS-SHEET	
SSA:0010101	individual		T038C	NCBITaxon:9733	2008		BIGGS-SHEET	
SSA:0010102	individual		T038D	NCBITaxon:9733	2012	M	BIGGS-SHEET	
SSA:0010103	individual		T038E	NCBITaxon:9733	2017		BIGGS-SHEET	
SSA:0010104	individual		T038F	NCBITaxon:9733	2023		BIGGS-SHEET	
SSA:0010105	individual		T040	NCBITaxon:9733	../1961	M	BIGGS-SHEET	Sheet records '≤1961'.
SSA:0010106	individual		T041	NCBITaxon:9733	../1966	F	BIGGS-SHEET	Sheet records '≤1966'.
SSA:0010107	individual		T041A	NCBITaxon:9733	1988	F	BIGGS-SHEET	
SSA:0010108	individual		T041A1	NCBITaxon:9733	2011		BIGGS-SHEET	
SSA:0010109	individual		T041A2	NCBITaxon:9733	2013		BIGGS-SHEET	
SSA:0010110	individual		T041A3	NCBITaxon:9733	2018		BIGGS-SHEET	
SSA:0010111	individual		T046	NCBITaxon:9733	../1966	F	BIGGS-SHEET	Sheet records '≤1966'.
SSA:0010112	individual		T046B	NCBITaxon:9733	1988	F	BIGGS-SHEET	
SSA:0010113	individual		T046B1	NCBITaxon:9733	2003	F	BIGGS-SHEET	
SSA:0010114	individual		T046B1A	NCBITaxon:9733	2015	F	BIGGS-SHEET	
SSA:0010115	individual		T046B1B	NCBITaxon:9733	2018	M	BIGGS-SHEET	
SSA:0010116	individual		T046B1C	NCBITaxon:9733	2022	M	BIGGS-SHEET	
SSA:0010117	individual		T046B2	NCBITaxon:9733	2008	F	BIGGS-SHEET	
SSA:0010118	individual		T046B2A	NCBITaxon:9733	2021		BIGGS-SHEET	
SSA:0010119	individual		T046B2B	NCBITaxon:9733	2023		BIGGS-SHEET	
SSA:0010120	individual		T046B3	NCBITaxon:9733	2011	F	BIGGS-SHEET	
SSA:0010121	individual		T046B3A	NCBITaxon:9733	2025		BIGGS-SHEET	
SSA:0010122	individual		T046B4	NCBITaxon:9733	2013	M	BIGGS-SHEET	
SSA:0010123	individual		T046B5	NCBITaxon:9733	2015	U	BIGGS-SHEET	Sex recorded in the sheet as 'unknown'.
SSA:0010124	individual		T046B6	NCBITaxon:9733	2019	F	BIGGS-SHEET	
SSA:0010125	individual		T046B7	NCBITaxon:9733	2023		BIGGS-SHEET	
SSA:0010126	individual		T046C	NCBITaxon:9733	1994	F	BIGGS-SHEET	
SSA:0010127	individual		T046C1	NCBITaxon:9733	2006	M	BIGGS-SHEET	
SSA:0010128	individual		T046C2	NCBITaxon:9733	2009	F	BIGGS-SHEET	
SSA:0010129	individual		T046C3	NCBITaxon:9733	2013		BIGGS-SHEET	
SSA:0010130	individual		T046C4	NCBITaxon:9733	2018		BIGGS-SHEET	
SSA:0010131	individual		T046C5	NCBITaxon:9733	2025		BIGGS-SHEET	
SSA:0010132	individual		T046D	NCBITaxon:9733	2000	M	BIGGS-SHEET	
SSA:0010133	individual		T046E	NCBITaxon:9733	2003	M	BIGGS-SHEET	
SSA:0010134	individual		T046F	NCBITaxon:9733	2012	M	BIGGS-SHEET	
SSA:0010135	individual		T049A	NCBITaxon:9733	1986	F	BIGGS-SHEET	
SSA:0010136	individual		T049A1	NCBITaxon:9733	2001	M	BIGGS-SHEET	
SSA:0010137	individual		T049A2	NCBITaxon:9733	2007	M	BIGGS-SHEET	
SSA:0010138	individual		T049A3	NCBITaxon:9733	2011	M	BIGGS-SHEET	
SSA:0010139	individual		T049A4	NCBITaxon:9733	2014	M	BIGGS-SHEET	
SSA:0010140	individual		T049A5	NCBITaxon:9733	2017	F	BIGGS-SHEET	
SSA:0010141	individual		T049A6	NCBITaxon:9733	2022	M	BIGGS-SHEET	
SSA:0010142	individual		T049B	NCBITaxon:9733	1992	F	BIGGS-SHEET	
SSA:0010143	individual		T049B1	NCBITaxon:9733	2006		BIGGS-SHEET	
SSA:0010144	individual		T049B2	NCBITaxon:9733	2010		BIGGS-SHEET	
SSA:0010145	individual		T049B3	NCBITaxon:9733	2013		BIGGS-SHEET	
SSA:0010146	individual		T049B4	NCBITaxon:9733	2019		BIGGS-SHEET	
SSA:0010147	individual		T049B5	NCBITaxon:9733	2023		BIGGS-SHEET	
SSA:0010148	individual		T049C	NCBITaxon:9733	1998	M	BIGGS-SHEET	
SSA:0010149	individual		T050	NCBITaxon:9733	1980	F	BIGGS-SHEET	
SSA:0010150	individual		T050A	NCBITaxon:9733	1995	M	BIGGS-SHEET	
SSA:0010151	individual		T050B	NCBITaxon:9733	1999	F	BIGGS-SHEET	
SSA:0010152	individual		T050B1	NCBITaxon:9733	2012		BIGGS-SHEET	
SSA:0010153	individual		T050B2	NCBITaxon:9733	2020		BIGGS-SHEET	
SSA:0010154	individual		T050C	NCBITaxon:9733	2005		BIGGS-SHEET	
SSA:0010155	individual		T050D	NCBITaxon:9733	2011		BIGGS-SHEET	
SSA:0010156	individual		T050E	NCBITaxon:9733	2013		BIGGS-SHEET	
SSA:0010157	individual		T051	NCBITaxon:9733	1981	M	BIGGS-SHEET	
SSA:0010158	individual		T054	NCBITaxon:9733	1972	M	BIGGS-SHEET	
SSA:0010159	individual		T055	NCBITaxon:9733	../1976	F	BIGGS-SHEET	Sheet records '≤1976'.
SSA:0010160	individual		T055A	NCBITaxon:9733	1989	M	BIGGS-SHEET	
SSA:0010161	individual		T055B	NCBITaxon:9733	1994	F	BIGGS-SHEET	
SSA:0010162	individual		T055B1	NCBITaxon:9733	2021	F	BIGGS-SHEET	
SSA:0010163	individual		T055C	NCBITaxon:9733	2004	M	BIGGS-SHEET	
SSA:0010164	individual		T057	NCBITaxon:9733	../1979	F	BIGGS-SHEET	Sheet records '≤1979'.
SSA:0010165	individual		T057A	NCBITaxon:9733	1993	M	BIGGS-SHEET	
SSA:0010166	individual		T058	NCBITaxon:9733	../1975	F	BIGGS-SHEET	Sheet records '<1976'.
SSA:0010167	individual		T059	NCBITaxon:9733	../1969	F	BIGGS-SHEET	Sheet records '<1970'.
SSA:0010168	individual		T059A	NCBITaxon:9733	1995	F	BIGGS-SHEET	
SSA:0010169	individual		T059A1	NCBITaxon:9733	2006	F	BIGGS-SHEET	
SSA:0010170	individual		T059A1A	NCBITaxon:9733	2023		BIGGS-SHEET	
SSA:0010171	individual		T059A2	NCBITaxon:9733	2009	F	BIGGS-SHEET	
SSA:0010172	individual		T059A3	NCBITaxon:9733	2013		BIGGS-SHEET	
SSA:0010173	individual		T059A4	NCBITaxon:9733	2017		BIGGS-SHEET	
SSA:0010174	individual		T059A5	NCBITaxon:9733	2020		BIGGS-SHEET	
SSA:0010175	individual		T060	NCBITaxon:9733	../1980	F	BIGGS-SHEET	Sheet records '≤1980'.
SSA:0010176	individual		T060C	NCBITaxon:9733	2001	M	BIGGS-SHEET	
SSA:0010177	individual		T060D	NCBITaxon:9733	2004	M	BIGGS-SHEET	
SSA:0010178	individual		T060E	NCBITaxon:9733	2008	M	BIGGS-SHEET	
SSA:0010179	individual		T060F	NCBITaxon:9733	2012	F	BIGGS-SHEET	
SSA:0010180	individual		T060G	NCBITaxon:9733	2019		BIGGS-SHEET	
SSA:0010181	individual		T063	NCBITaxon:9733	1978	M	BIGGS-SHEET	
SSA:0010182	individual		T064	NCBITaxon:9733	../1971	F	BIGGS-SHEET	Sheet records '≤1971'.
SSA:0010183	individual		T064A	NCBITaxon:9733	1993	F	BIGGS-SHEET	
SSA:0010184	individual		T064A2	NCBITaxon:9733	2012		BIGGS-SHEET	
SSA:0010185	individual		T064A3	NCBITaxon:9733	2014		BIGGS-SHEET	
SSA:0010186	individual		T064A4	NCBITaxon:9733	2018		BIGGS-SHEET	
SSA:0010187	individual		T064A5	NCBITaxon:9733	2021		BIGGS-SHEET	
SSA:0010188	individual		T064B	NCBITaxon:9733	2002	F	BIGGS-SHEET	
SSA:0010189	individual		T064B1	NCBITaxon:9733	2013		BIGGS-SHEET	
SSA:0010190	individual		T064B1A	NCBITaxon:9733	2024		BIGGS-SHEET	
SSA:0010191	individual		T064B2	NCBITaxon:9733	2019		BIGGS-SHEET	
SSA:0010192	individual		T065	NCBITaxon:9733	../1967	F	BIGGS-SHEET	Sheet records '<1968'.
SSA:0010193	individual		T065A	NCBITaxon:9733	1986	F	BIGGS-SHEET	
SSA:0010194	individual		T065A2	NCBITaxon:9733	2004	M	BIGGS-SHEET	
SSA:0010195	individual		T065A3	NCBITaxon:9733	2007	M	BIGGS-SHEET	
SSA:0010196	individual		T065A4	NCBITaxon:9733	2011	F	BIGGS-SHEET	
SSA:0010197	individual		T065A5	NCBITaxon:9733	2014	M	BIGGS-SHEET	
SSA:0010198	individual		T065A6	NCBITaxon:9733	2018	F	BIGGS-SHEET	
SSA:0010199	individual		T065B	NCBITaxon:9733	1993	F	BIGGS-SHEET	
SSA:0010200	individual		T065B1	NCBITaxon:9733	2011	M	BIGGS-SHEET	
SSA:0010201	individual		T065B2	NCBITaxon:9733	2019		BIGGS-SHEET	
SSA:0010202	individual		T065B3	NCBITaxon:9733	2023		BIGGS-SHEET	
SSA:0010203	individual		T068	NCBITaxon:9733	../1970	F	BIGGS-SHEET	Sheet records '≤1970'.
SSA:0010204	individual		T068A	NCBITaxon:9733	1984	M	BIGGS-SHEET	
SSA:0010205	individual		T068B	NCBITaxon:9733	1987	F	BIGGS-SHEET	
SSA:0010206	individual		T068B1	NCBITaxon:9733	2001	F	BIGGS-SHEET	
SSA:0010207	individual		T068B1A	NCBITaxon:9733	2013		BIGGS-SHEET	
SSA:0010208	individual		T068B1C	NCBITaxon:9733	2019		BIGGS-SHEET	
SSA:0010209	individual		T068B1D	NCBITaxon:9733	2025		BIGGS-SHEET	
SSA:0010210	individual		T068B2	NCBITaxon:9733	2004		BIGGS-SHEET	
SSA:0010211	individual		T068B3	NCBITaxon:9733	2010		BIGGS-SHEET	
SSA:0010212	individual		T068B4	NCBITaxon:9733	2014		BIGGS-SHEET	
SSA:0010213	individual		T068B5	NCBITaxon:9733	2019		BIGGS-SHEET	
SSA:0010214	individual		T068C	NCBITaxon:9733	1992	F	BIGGS-SHEET	
SSA:0010215	individual		T068C1	NCBITaxon:9733	2007		BIGGS-SHEET	
SSA:0010216	individual		T068C3	NCBITaxon:9733	2012	F	BIGGS-SHEET	
SSA:0010217	individual		T068C3A	NCBITaxon:9733	2024		BIGGS-SHEET	
SSA:0010218	individual		T068C4	NCBITaxon:9733	2014		BIGGS-SHEET	
SSA:0010219	individual		T068C5	NCBITaxon:9733	2020		BIGGS-SHEET	
SSA:0010220	individual		T068C6	NCBITaxon:9733	2023		BIGGS-SHEET	
SSA:0010221	individual		T069	NCBITaxon:9733	../1974	F	BIGGS-SHEET	Sheet records '≤1974'.
SSA:0010222	individual		T069A	NCBITaxon:9733	1989	F	BIGGS-SHEET	
SSA:0010223	individual		T069A2	NCBITaxon:9733	2006	M	BIGGS-SHEET	
SSA:0010224	individual		T069A3	NCBITaxon:9733	2011		BIGGS-SHEET	
SSA:0010225	individual		T069A4	NCBITaxon:9733	2016		BIGGS-SHEET	
SSA:0010226	individual		T069A5	NCBITaxon:9733	2018		BIGGS-SHEET	
SSA:0010227	individual		T069A6	NCBITaxon:9733	2023		BIGGS-SHEET	
SSA:0010228	individual		T069C	NCBITaxon:9733	1995	M	BIGGS-SHEET	
SSA:0010229	individual		T069D	NCBITaxon:9733	2001	F	BIGGS-SHEET	
SSA:0010230	individual		T069D1	NCBITaxon:9733	2013	M	BIGGS-SHEET	
SSA:0010231	individual		T069D2	NCBITaxon:9733	2016		BIGGS-SHEET	
SSA:0010232	individual		T069D3	NCBITaxon:9733	2020		BIGGS-SHEET	
SSA:0010233	individual		T069D4	NCBITaxon:9733	2024		BIGGS-SHEET	
SSA:0010234	individual		T069E	NCBITaxon:9733	2004	M	BIGGS-SHEET	
SSA:0010235	individual		T069F	NCBITaxon:9733	2010	M	BIGGS-SHEET	
SSA:0010236	individual		T070	NCBITaxon:9733	1970	M	BIGGS-SHEET	
SSA:0010237	individual		T071	NCBITaxon:9733	1980	F	BIGGS-SHEET	
SSA:0010238	individual		T071A	NCBITaxon:9733	1995	F	BIGGS-SHEET	
SSA:0010239	individual		T071B	NCBITaxon:9733	2000	F	BIGGS-SHEET	
SSA:0010240	individual		T071B1	NCBITaxon:9733	2013		BIGGS-SHEET	
SSA:0010241	individual		T071B2	NCBITaxon:9733	2018		BIGGS-SHEET	
SSA:0010242	individual		T071B3	NCBITaxon:9733	2024		BIGGS-SHEET	
SSA:0010243	individual		T071C	NCBITaxon:9733	2007		BIGGS-SHEET	
SSA:0010244	individual		T071D	NCBITaxon:9733	2011		BIGGS-SHEET	
SSA:0010245	individual		T071E	NCBITaxon:9733	2017		BIGGS-SHEET	
SSA:0010246	individual		T072	NCBITaxon:9733	1974	M	BIGGS-SHEET	
SSA:0010247	individual		T073	NCBITaxon:9733	../1968	F	BIGGS-SHEET	Sheet records '<1969'.
SSA:0010248	individual		T073A	NCBITaxon:9733	1987	F	BIGGS-SHEET	
SSA:0010249	individual		T073A1	NCBITaxon:9733	2005	M	BIGGS-SHEET	
SSA:0010250	individual		T073A2	NCBITaxon:9733	2010		BIGGS-SHEET	
SSA:0010251	individual		T073A3	NCBITaxon:9733	2015		BIGGS-SHEET	
SSA:0010252	individual		T073B	NCBITaxon:9733	1991	M	BIGGS-SHEET	
SSA:0010253	individual		T073C	NCBITaxon:9733	1998	F	BIGGS-SHEET	
SSA:0010254	individual		T073C1	NCBITaxon:9733	2012		BIGGS-SHEET	
SSA:0010255	individual		T073C2	NCBITaxon:9733	2021		BIGGS-SHEET	
SSA:0010256	individual		T073D	NCBITaxon:9733	2005		BIGGS-SHEET	
SSA:0010257	individual		T074	NCBITaxon:9733	1979	M	BIGGS-SHEET	
SSA:0010258	individual		T075	NCBITaxon:9733	../1971	F	BIGGS-SHEET	Sheet records '≤1971'.
SSA:0010259	individual		T075A	NCBITaxon:9733	1991	M	BIGGS-SHEET	
SSA:0010260	individual		T075B	NCBITaxon:9733	1995	F	BIGGS-SHEET	
SSA:0010261	individual		T075B1	NCBITaxon:9733	2007	F	BIGGS-SHEET	
SSA:0010262	individual		T075B2	NCBITaxon:9733	2015		BIGGS-SHEET	
SSA:0010263	individual		T075B3	NCBITaxon:9733	2017		BIGGS-SHEET	
SSA:0010264	individual		T075B4	NCBITaxon:9733	2021		BIGGS-SHEET	
SSA:0010265	individual		T075C	NCBITaxon:9733	1998		BIGGS-SHEET	
SSA:0010266	individual		T075C1	NCBITaxon:9733	2017		BIGGS-SHEET	
SSA:0010267	individual		T075C2	NCBITaxon:9733	2019		BIGGS-SHEET	
SSA:0010268	individual		T075C3	NCBITaxon:9733	2021		BIGGS-SHEET	
SSA:0010269	individual		T075C4	NCBITaxon:9733	2023	M	BIGGS-SHEET	
SSA:0010270	individual		T077	NCBITaxon:9733	../1981	F	BIGGS-SHEET	Sheet records '≤1981'.
SSA:0010271	individual		T077A	NCBITaxon:9733	1996	M	BIGGS-SHEET	
SSA:0010272	individual		T077B	NCBITaxon:9733	2000		BIGGS-SHEET	
SSA:0010273	individual		T077C	NCBITaxon:9733	2006	M	BIGGS-SHEET	
SSA:0010274	individual		T077D	NCBITaxon:9733	2009	F	BIGGS-SHEET	
SSA:0010275	individual		T077E	NCBITaxon:9733	2016		BIGGS-SHEET	
SSA:0010276	individual		T085	NCBITaxon:9733	../1977	F	BIGGS-SHEET	Sheet records '≤1977'.
SSA:0010277	individual		T085A	NCBITaxon:9733	1992	M	BIGGS-SHEET	
SSA:0010278	individual		T085B	NCBITaxon:9733	1995	M	BIGGS-SHEET	
SSA:0010279	individual		T085C	NCBITaxon:9733	2005		BIGGS-SHEET	
SSA:0010280	individual		T085D	NCBITaxon:9733	2014		BIGGS-SHEET	
SSA:0010281	individual		T086A	NCBITaxon:9733	1988	F	BIGGS-SHEET	
SSA:0010282	individual		T086A1	NCBITaxon:9733	2001	F	BIGGS-SHEET	
SSA:0010283	individual		T086A1A	NCBITaxon:9733	2019		BIGGS-SHEET	
SSA:0010284	individual		T086A1B	NCBITaxon:9733	2023		BIGGS-SHEET	
SSA:0010285	individual		T086A3	NCBITaxon:9733	2011	F	BIGGS-SHEET	
SSA:0010286	individual		T086A3A	NCBITaxon:9733	2024		BIGGS-SHEET	
SSA:0010287	individual		T086A4	NCBITaxon:9733	2016	F	BIGGS-SHEET	
SSA:0010288	individual		T086A5	NCBITaxon:9733	2024	M	BIGGS-SHEET	
SSA:0010289	individual		T087	NCBITaxon:9733	../1962	M	BIGGS-SHEET	Sheet records '≤1962'.
SSA:0010290	individual		T090	NCBITaxon:9733	1980	F	BIGGS-SHEET	
SSA:0010291	individual		T090B	NCBITaxon:9733	2006	M	BIGGS-SHEET	
SSA:0010292	individual		T090C	NCBITaxon:9733	2010	F	BIGGS-SHEET	
SSA:0010293	individual		T090D	NCBITaxon:9733	2017	F	BIGGS-SHEET	
SSA:0010294	individual		T091	NCBITaxon:9733	../1959	F	BIGGS-SHEET	Sheet records '≤1959'.
SSA:0010295	individual		T093	NCBITaxon:9733	../1964	M	BIGGS-SHEET	Sheet records '≤1964'.
SSA:0010296	individual		T097	NCBITaxon:9733	1980	M	BIGGS-SHEET	
SSA:0010297	individual		T099	NCBITaxon:9733	../1984	F	BIGGS-SHEET	Sheet records '≤1984'.
SSA:0010298	individual		T099A	NCBITaxon:9733	2003		BIGGS-SHEET	
SSA:0010299	individual		T099B	NCBITaxon:9733	2007	F	BIGGS-SHEET	
SSA:0010300	individual		T099B1	NCBITaxon:9733	2024		BIGGS-SHEET	The sheet records this designation as provisional (T099B1?); the animal is registered, the name is not yet settled.
SSA:0010301	individual		T099C	NCBITaxon:9733	2009	M	BIGGS-SHEET	
SSA:0010302	individual		T099D	NCBITaxon:9733	2015	M	BIGGS-SHEET	
SSA:0010303	individual		T099E	NCBITaxon:9733	2021	F	BIGGS-SHEET	
SSA:0010304	individual		T100	NCBITaxon:9733	../1979	F	BIGGS-SHEET	Sheet records '≤1979'.
SSA:0010305	individual		T100B	NCBITaxon:9733	1997	F	BIGGS-SHEET	
SSA:0010306	individual		T100B1	NCBITaxon:9733	2010		BIGGS-SHEET	
SSA:0010307	individual		T100B2	NCBITaxon:9733	2017		BIGGS-SHEET	
SSA:0010308	individual		T100B3	NCBITaxon:9733	2024		BIGGS-SHEET	
SSA:0010309	individual		T100C	NCBITaxon:9733	2002	M	BIGGS-SHEET	
SSA:0010310	individual		T100E	NCBITaxon:9733	2009	F	BIGGS-SHEET	
SSA:0010311	individual		T100F	NCBITaxon:9733	2014		BIGGS-SHEET	
SSA:0010312	individual		T101	NCBITaxon:9733	../1968	F	BIGGS-SHEET	Sheet records '<1969'.
SSA:0010313	individual		T101A	NCBITaxon:9733	1993	M	BIGGS-SHEET	
SSA:0010314	individual		T101B	NCBITaxon:9733	1997	M	BIGGS-SHEET	
SSA:0010315	individual		T102	NCBITaxon:9733	1984	M	BIGGS-SHEET	
SSA:0010316	individual		T103	NCBITaxon:9733	../1968	M	BIGGS-SHEET	Sheet records '≤1968'.
SSA:0010317	individual		T109	NCBITaxon:9733	../1977	F	BIGGS-SHEET	Sheet records '≤1977'.
SSA:0010318	individual		T109A	NCBITaxon:9733	1990	F	BIGGS-SHEET	
SSA:0010319	individual		T109A2	NCBITaxon:9733	2005	F	BIGGS-SHEET	
SSA:0010320	individual		T109A2A	NCBITaxon:9733	2016	M	BIGGS-SHEET	
SSA:0010321	individual		T109A2B	NCBITaxon:9733	2018	F	BIGGS-SHEET	
SSA:0010322	individual		T109A2C	NCBITaxon:9733	2021	F	BIGGS-SHEET	
SSA:0010323	individual		T109A2D	NCBITaxon:9733	2023	M	BIGGS-SHEET	
SSA:0010324	individual		T109A3	NCBITaxon:9733	2009	F	BIGGS-SHEET	
SSA:0010325	individual		T109A3A	NCBITaxon:9733	2022	U	BIGGS-SHEET	Sex recorded in the sheet as 'F?'.
SSA:0010326	individual		T109A4	NCBITaxon:9733	2012	M	BIGGS-SHEET	
SSA:0010327	individual		T109A5	NCBITaxon:9733	2014		BIGGS-SHEET	
SSA:0010328	individual		T109A6	NCBITaxon:9733	2018		BIGGS-SHEET	
SSA:0010329	individual		T109A7	NCBITaxon:9733	2021		BIGGS-SHEET	
SSA:0010330	individual		T109A8	NCBITaxon:9733	2024		BIGGS-SHEET	
SSA:0010331	individual		T109B	NCBITaxon:9733	1996	F	BIGGS-SHEET	
SSA:0010332	individual		T109B3	NCBITaxon:9733	2013	F	BIGGS-SHEET	
SSA:0010333	individual		T109B4	NCBITaxon:9733	2015		BIGGS-SHEET	
SSA:0010334	individual		T109B5	NCBITaxon:9733	2018		BIGGS-SHEET	
SSA:0010335	individual		T109B6	NCBITaxon:9733	2024		BIGGS-SHEET	
SSA:0010336	individual		T109C	NCBITaxon:9733	2002	F	BIGGS-SHEET	
SSA:0010337	individual		T109C1	NCBITaxon:9733	2012		BIGGS-SHEET	
SSA:0010338	individual		T109C2	NCBITaxon:9733	2017		BIGGS-SHEET	
SSA:0010339	individual		T109C3	NCBITaxon:9733	2022		BIGGS-SHEET	
SSA:0010340	individual		T109D	NCBITaxon:9733	2007	F	BIGGS-SHEET	
SSA:0010341	individual		T109D1	NCBITaxon:9733	2018		BIGGS-SHEET	
SSA:0010342	individual		T109D2	NCBITaxon:9733	2021		BIGGS-SHEET	
SSA:0010343	individual		T109E	NCBITaxon:9733	2013	M	BIGGS-SHEET	
SSA:0010344	individual		T111	NCBITaxon:9733	../1975	F	BIGGS-SHEET	Sheet records '≤1975'.
SSA:0010345	individual		T111A	NCBITaxon:9733	1990	F	BIGGS-SHEET	
SSA:0010346	individual		T111A1	NCBITaxon:9733	2006		BIGGS-SHEET	
SSA:0010347	individual		T111B	NCBITaxon:9733	2000	F	BIGGS-SHEET	
SSA:0010348	individual		T111B2	NCBITaxon:9733			BIGGS-SHEET	Birth year recorded as '?'; not parseable.
SSA:0010349	individual		T111B3	NCBITaxon:9733			BIGGS-SHEET	Birth year recorded as '?'; not parseable.
SSA:0010350	individual		T111C	NCBITaxon:9733	2007		BIGGS-SHEET	
SSA:0010351	individual		T112	NCBITaxon:9733	../1974	F	BIGGS-SHEET	Sheet records '≤1974'.
